,target,text
3638,ham,Wat's da model num of ur phone?
910,ham,My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you
3707,spam,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870
4678,ham,Sry da..jst nw only i came to home..
5101,ham,Nope thats fine. I might have a nap tho! 
2644,ham,My friends use to call the same.
3917,ham,No need to ke qi... ÌÏ too bored izzit y suddenly thk of this...
5532,ham,happened here while you were adventuring
3691,ham,No i am not having not any movies in my laptop
2629,ham,"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!"
2942,ham,No message..no responce..what happend?
4508,ham,ÌÏ takin linear algebra today?
4600,spam,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop
3191,ham,Is ur paper today in e morn or aft?
4824,ham,I am going to sleep. I am tired of travel.
5012,ham,"Uncle G, just checking up on you. Do have a rewarding month"
1859,ham,What's up. Do you want me to come online?
1882,ham,"Sorry, I can't help you on this."
5005,ham,ILL B DOWN SOON
4484,ham,What not under standing.
5188,ham,Okie
3101,ham,Even if he my friend he is a priest call him now
3972,ham,"Night night, see you tomorrow"
3429,ham,You've always been the brainy one.
3023,ham,I love ya too but try and budget your money better babe. Gary would freak on me if he knew
5509,ham,Lol they were mad at first but then they woke up and gave in.
4108,ham,I want to lick your pussy now...
4699,spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk"
3778,spam,"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm"
8,spam,WINNER!! As a valued network customer you have been selected to receivea å£900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.
5558,ham,"Sorry, I'll call later"
310,ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
4621,ham,They finally came to fix the ceiling.
4533,ham,I have no money 4 steve mate! !
4796,spam,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com
2357,ham,Okay same with me. Well thanks for the clarification
2732,ham,How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.
4650,spam,A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611 
2785,ham,Yeah get the unlimited
861,ham,Your brother is a genius
3484,ham,No:-)i got rumour that you going to buy apartment in chennai:-)
990,ham,26th OF JULY
3607,ham,Pls come quick cant bare this.
37,ham,I see the letter B on my car
5354,ham,Aiyo cos i sms Ì_ then Ì_ neva reply so i wait 4 Ì_ to reply lar. I tot Ì_ havent finish ur lab wat.
5506,ham,God's love has no limit. God's grace has no measure. God's power has no boundaries. May u have God's endless blessings always in ur life...!! Gud ni8
6,ham,Even my brother is not like to speak with me. They treat me like aids patent.
2884,ham,ÌÏ still attending da talks?
5298,ham,I.ll hand her my phone to chat wit u
3014,ham, &lt;#&gt;  mins but i had to stop somewhere first.
3315,ham,I know girls always safe and selfish know i got it pa. Thank you. good night.
4319,ham,Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish 
5045,ham,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.
4525,spam,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec å£1.50ea. OTBox 731 LA1 7WS. )"
3951,ham,Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit... 
176,ham,U still going to the mall?
5299,ham,Well good morning mr . Hows london treatin' ya treacle?
2137,ham,Then why you came to hostel.
2044,ham,I can send you a pic if you like :)
1820,ham,I'll probably be by tomorrow (or even later tonight if something's going on)
1338,ham,Aight sorry I take ten years to shower. What's the plan?
4062,ham,How are you. Its been ages. How's abj
3686,ham,Great! I shoot big loads so get ready!
4233,ham,Now only i reached home. . . I am very tired now. . I will come tomorro
3633,ham,Its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs
2543,ham,Package all your programs well
1442,ham,"Its ok., i just askd did u knw tht no?"
2792,ham,Not from this campus. Are you in the library?
404,ham,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour"
2770,ham,No problem. Talk to you later
5148,ham,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-)
2625,spam,"FREE RING TONE just text \POLYS\"" to 87131. Then every week get a new tone. 0870737910216yrs only å£1.50/wk."""
2262,ham,It should take about  &lt;#&gt;  min
2076,ham,"Trust me. Even if isn't there, its there."
1488,ham,Tell them no need to investigate about me anywhere.
2706,ham,S now only i took tablets . Reaction morning only.
1892,spam,CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+
2362,ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day
2193,ham,I called but no one pick up e phone. I ask both of them already they said ok.
5090,ham,"St andre, virgil's cream"
5563,ham,Ard 6 like dat lor.
3274,ham,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.
1419,ham,"\Speak only when you feel your words are better than the silence...\"" Gud mrng:-)"""
2793,ham,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow"
3812,ham,Pls i wont belive god.not only jesus.
4861,spam,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270
4528,ham,"Hiya, probably coming home * weekend after next"
2368,ham,If you r @ home then come down within 5 min
2029,ham,Thanx but my birthday is over already.
4816,ham,Me too. Mark is taking forever to pick up my prescription and the pain is coming back.
194,ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day
2936,ham,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.
2549,ham,Yup but not studying surfing lor. I'm in e lazy mode today.
1035,ham,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*"
2661,ham,Do you know when dad will be back?
3116,ham,Now am free call me pa.
4399,ham,Juz go google n search 4 qet...
5485,ham,Also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong &gt;:(
1850,ham,Then cant get da laptop? My matric card wif Ì_ lei... 
4724,ham,"There'll be a minor shindig at my place later tonight, you interested?"
2954,ham,Id have to check but there's only like 1 bowls worth left
4590,spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX å£1.50
1704,ham,What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.
1688,ham,Nan sonathaya soladha. Why boss?
4331,ham,ALSO TELL HIM I SAID HAPPY BIRTHDAY
2131,ham,S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:)
3640,spam,"You can stop further club tones by replying \STOP MIX\"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL"
4717,ham,My uncles in Atlanta. Wish you guys a great semester.
65,spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066364589"
1689,ham,Bring tat cd don forget
5303,ham,"I can. But it will tell quite long, cos i haven't finish my film yet..."
4135,ham,have you ever had one foot before?
4009,spam,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text"
232,ham,"Sorry battery died, yeah I'm here"
3907,ham,Sounds like a plan! Cardiff is still here and still cold! I'm sitting on the radiator!
1095,ham,Ryder unsold.now gibbs.
287,ham,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx
3952,spam,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!
3870,ham,Yeah my usual guy's out of town but there're definitely people around I know
2198,ham,I'm in a movie. Call me 4 wat?
528,spam,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750
836,spam,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow
4611,ham,Sorry da. I gone mad so many pending works what to do.
4563,ham,Tell me again what your address is
1515,ham,I wonder if you'll get this text?
5261,ham,I absolutely LOVE South Park! I only recently started watching the office.
3626,ham,Still chance there. If you search hard you will get it..let have a try :)
1732,ham,"K, can that happen tonight?"
2833,ham,U sick still can go shopping?
2006,ham,Shopping lor. Them raining mah hard 2 leave orchard.
1666,ham,Guess who spent all last night phasing in and out of the fourth dimension
237,ham,Where are you?when wil you reach here?
4419,ham,Ok i msg u b4 i leave my house.
1586,ham,There are no other charges after transfer charges and you can withdraw anyhow you like
1437,ham,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...
3962,ham,If you ask her or she say any please message.
3851,ham,"No, its true..k,Do u knw dis no. &lt;#&gt; ?"
5413,ham,Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx
1751,ham,* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train
2336,ham,"\Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!\"""""
3380,spam,"complimentary 4 STAR Ibiza Holiday or å£10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+"
2759,ham,"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee..."
3379,ham,Just finished. Missing you plenty
4168,ham,Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic
3715,ham,Networking technical support associate.
3138,ham,Is ur lecture over?
113,spam,GENT! We are trying to contact you. Last weekends draw shows that you won a å£1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm
5213,ham,3 pa but not selected.
3401,ham,"'An Amazing Quote'' - \Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....\"""""
59,ham,Yes..gauti and sehwag out of odi series.
2435,ham,Oh ya ya. I remember da. .
1767,ham,"K, want us to come by now?"
3244,ham,"Its ok, if anybody asks abt me, u tel them..:-P"
1403,ham,cool. We will have fun practicing making babies!
4857,ham,Ok...
3939,ham,Does daddy have a bb now.
256,ham,Mmm so yummy babe ... Nice jolt to the suzy
1502,ham,Don no da:)whats you plan?
4848,ham,either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.
4692,ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
833,ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago"
751,spam,You have an important customer service announcement from PREMIER.
1329,ham,I dont know what to do to come out of this so only am ask questions like this dont mistake me.
